text,leto,mesec,rojstvo,stranka,spol,sent
"hvala lepa, gospod minister. poslanec, imate zahtevo za dopolnitev odgovora. izvolite.",2020,01,1986,LMŠ,F,neutral
"spoštovani minister, zahvaljujem se vam za vaše konkretne odgovore, želim pa in pa apeliram na vas, da glede na današnjo situacijo, ki je nastala, nadaljujete z vsemi aktivnostmi, da gospodarstvo tega ne bi čutilo, da dokler se ne sestavi nova vlada, vse aktivnosti tečejo, kajti gospodarski razvoj mora naprej, politika ga ne sme zaustavljati. hvala lepa.",2020,01,1960,LMŠ,M,neutral
"hvala lepa. minister, izvolite.",2020,01,1986,LMŠ,F,neutral
"spoštovani gospod poslanec, vsekakor se bo vse to, kar je zastavljeno, izvajalo, neodvisno od delovanja vlade. v svetu je pa bilo večkrat dokazano tudi v praksi, da se gospodarstvo razvija v pozitivni smeri, v neodvisnosti od takih ali drugačnih težav znotraj politike ali pa vladnih struktur. najlepša hvala.",2020,01,1957,,M,neutral
"hvala lepa. ministrica za infrastrukturo mag. alenka bratušek bo odgovorila na dve vprašanji, in sicer najprej gospodu tomažu liscu v zvezi z energetskim konceptom slovenije. izvolite, gospa ministrica.",2020,01,1986,LMŠ,F,neutral
"najlepša hvala, lep pozdrav vsem, ki smo tukaj, na žalost nas je bolj malo, ampak tako pač je očitno, danes. kar se tiče energetskega koncepta slovenija. ko sem bila na zaslišanju za ministrico za infrastrukturo, sem na nek način, pa ne dala zavezo, ampak povedala, da mislim, da bi ta energetski koncept moral bit sprejet do začetka leta . ko sem prevzela funkcijo ministrice, sem ugotovila, da je pred energetskim konceptom na mizi še en dokument, ki pravzaprav gre v isto smer to je nacionalni energetski in podnebni načrt, s tem da je ta nacionalni energetski in podnebni načrt nekoliko bolj kratkoročen, čeprav je, bom rekla, tudi ne tako kratkoročen do leta , s pogledom do leta . energetski koncept slovenije bo pa opredelil našo energetiko do nekako leta . v tem trenutku na našem ministrstvu vse sile usmerjamo v nacionalni in energetski podnebni načrt, pri dokumentu, kjer teče javna razgrnitev od . januarja. jutri imamo v okviru te javne razgrnitve tudi javno obravnavo. na tej javni obravnavi bova sodelovala oba z ministrom za okolje in prostor, ker dodaten dokument nepn je tudi okoljsko poročilo. skratka, ukrepi, ki so navedeni v tem nacionalnem energetskem in podnebnem načrtu, so pregledani že tudi z okoljskega vidika, da v nadaljevanju ne bi imeli težav. takoj ko bo ta nepn sprejet, naš cilj pa je, da bi bil sprejet do konca februarja, moja želja je, da kljub temu da ni zaveza, potrdi ga samo vlada, je moja želja, da ga pridem predstavit tudi v državni zbor, ker gre za strateški dokument, ki začrtuje našo slovensko energetiko in bo imel vpliv na vse državo, gospodarstvo, ljudi. takoj zatem začnemo pa tudi z energetskim konceptom za našo državo, ki pa, kot sem rekla, bo neko nadaljevanje tega nepn nepn do leta s pogledom do , eks, energetski koncept slovenije pa potem še bolj dolgoročno.",2020,01,1970,,F,neutral
"hvala lepa. gospod poslanec, imate zahtevo za dopolnitev odgovora, izvolite.",2020,01,1986,LMŠ,F,neutral
"hvala, spoštovana ministrica za vse odgovore. ja, tudi jaz imam pred sabo magnetogram, ko sem vas aprila lanskega leta spraševal in ste obljubili, da bo konec leta energetski koncept sprejet. ampak danes, . . , vemo, kaj se je zgodilo. zato bi imel samo eno dopolnilno vprašanje, glede na to, da sem tudi vaše predhodnike spraševal, kako je z energetskim konceptom, pa se je govorilo konec , konec , konec , in zdaj ste rekli, da takoj, ko bo nepn sprejet, februarja. jaz verjamem in upam, da ste mislili februarja . hvala za ta del odgovora. me pa malo bega, ker kljub temu da sem sam prebral ta nepn oziroma vsaj preletel, ker je dokaj obsežno gradivo, me bolj kot to motijo članki v medijih, kot na primer tale šli bi v brezogljično družbo, a ni jasno, kako. zato bi s tega mesta prosil za vaše stališče, dokler ste še ministrica v aktualni vladi kakšne so v tem času prioritete vašega ministrstva? kako doseči te zadeve tako v nepn kot energetskem konceptu, da se ne bo zgodilo tisto, kar ste rekli, citiram zavedati se moramo, in to bomo lahko čutili že zdaj, ko ne bomo dosegli ciljev do leta , da nas bo to kar konkretno veliko stalo. zato je treba biti pri določanju ciljev ambiciozen, ampak hkrati tudi realen. ? spoštovana ministrica, zanima me kakšne so ocenjene vrednosti primanjkljaja nesprejetja energetskega koncepta? kakšna je vaša ambiciozna, a hkrati tudi realna energetska politika, morda tudi v poduk prihodnji vladi? hvala.",2020,01,1978,SDS,M,neutral
"hvala lepa. gospa ministrica, izvolite.",2020,01,1986,LMŠ,F,neutral
"najlepša hvala še enkrat. nepn naj bi bil sprejet februarja . kot rečeno, takoj za tem začnemo tudi z energetskim konceptom slovenije, ki je na nek način nadaljevanje energetske politike po letu oziroma . kot rečeno, nepn še ni sprejet, jaz bom govorila o številkah, ki so v tem trenutku v dokumentu. če pravilno razumem, vas pravzaprav najbolj zanimajo obnovljivi viri energije, na kar se nanašajo tudi stroški, kazni ali kakorkoli želite, zato jaz vedno poudarjam, ja, bodimo ambiciozni, ampak hkrati realni. v tem trenutku je v nepn predvideno, da bo do leta v sloveniji doseženega skupnega cilja za delež obnovljivih virov energije, pri čemer bi bil dosežen odstotni delež ove v sektorju elektrika. za leto nepn načrtuje, da bo skupno v sloveniji obratovalo za tisoč megavatov sončnih elektrarn, megavatov vetrnih elektrarn, tisoč megavatov hidroelektrarn, megavatov elektrarn na lesno biomaso in megavatov bioplinskih elektrarn. vem, da bomo deležni kritike, da smo mogoče premalo ambiciozni, ampak za tem dokumentom stoji kar lepo število strokovnjakov, ki so izračunali, kako, kaj se da, do kdaj se da. in, ja, v tem trenutku nad našo državo preži grožnja kazni, da bi že v naslednjem letu plačali, ker ne dosegamo ciljev, ne tisoč, tisoč, tisoč evrov, ampak nekaj milijonov. tudi do milijonov evrov naj bi po teh izračunih, ki jih zdaj delamo, lahko znašala kazen, ki bi jo morali plačati iz državnega proračuna v evropski sklad. zato, ja, ambicioznost, ampak je treba hkrati povedati kako. kot sem rekla, kljub temu da ni obveza, da se državni zbor seznani s tem nepn, bo moj predlog, da ko ga vlada potrdi, ko ga pošljemo v bruselj, ga pridemo predstavit tudi v državni zbor.",2020,01,1970,,F,neutral
"hvala lepa. nadaljujemo še z vprašanjem gospoda ivana hrška v zvezi s procesom katalitične depolimerizacije, ki omogoča predelavo odpadkov v sintetično dizelsko gorivo. gospa ministrica, izvolite.",2020,01,1986,LMŠ,F,neutral
"omenjeno področje vsekakor je del sistemske obravnave celovitega nacionalnega energetskega in podnebnega načrta, v njegovem okviru so navedeni tudi cilji slovenije za bodoče desetletje. konkretno se lahko pri odpadkih navežem na cilje zmanjšanja emisij toplogrednih plinov do leta za vsaj glede na leto , pri čemer smo si zastavili indikativni sektorski cilj zmanjšanja na področju ravnanja z odpadki za vsaj . dokument nepn zato predvideva ukrepe na področju ravnanja z odpadki. poleg že obstoječih ukrepov, ki so v pristojnosti mop spodbujanje ponovne uporabe ter recikliranja, izgradnja manjkajoče infrastrukture, izboljšanje sistema zbiranja odpadne embalaže, zajema ta dokument, povedala sem že, da je ravno zdaj v javni razpravi, tudi dodatne ukrepe na področju odpadkov, med katerimi lahko navedem podporo in izvedbo vsaj dveh pilotnih projektov predelave odpadkov v sintetična goriva. kot časovnica za ta ukrep je navedena izvedba razpisa v letu ter izvedba razpisa v letu . preostali dodatni ukrepi na področju odpadkov so še izdelava podrobnejše energetske bilance odpadkov v sloveniji in njihovega energetskega potenciala ter izdelava vizije razvoja in uporabe novih tehnologij za proizvodnjo sintetičnih recikliranih ogljičnih goriv, proizvodnjo sintetičnih goriv, vodika in sintetičnega plina iz odpadkov. nepn predvideva tudi krepitev sposobnosti na področju konkurenčnosti in tehnološkega razvoja v energetiki in obsežno podporo razvoju novih izdelkov, proizvodnih procesov, storitev in rešitev, ki bodo primerni za prenos v gospodarstvo. med ostalimi se bo spodbujala tudi tehnologija predelave odpadkov v energetske namene. kot sem že povedala, pa potem v nadaljevanju še enkrat sledi vprašanje glede nepn, jutri imava skupaj z ministrom za okolje v okviru javne razgrnitve javno predstavitev. tudi tam bodo prav gotovo še podane dodatne obrazložitve, verjetno pa tudi kar nekaj vprašanj, kaj se dogaja, zakaj se dogaja. ampak jaz si želim, da slovenija sprejme dokument, kjer znamo, seveda smo ambiciozni, ampak znamo tudi povedati, kako bomo to našo ambicioznost realizirali. da ne bomo spet na podlagi sprejetih dokumentov tik pred tem, da plačujemo kazni. prej sem povedala, da nam grozi, to so izračuni, no, bomo videli, ampak do milijonov evrov. jaz upam, da se zavedamo, kaj pomeni za slovenski proračun milijonov evrov.",2020,01,1970,,F,neutral
"hvala lepa. nadaljujemo in prehajamo na vprašanja poslank in poslancev v prvem krogu. prva ima besedo gospa jelka godec, ki bo postavila vprašanje ministrici za infrastrukturo mag. alenki bratušek. izvolite.",2020,01,1986,LMŠ,F,neutral
"najlepša hvala. gospa ministrica, jaz sem glede na temo cesnte infrastrukture občine šentjur že večkrat postavljala vprašanja, in sicer pisna, bilo pa je tudi kar nekaj pogovorov na direkciji za ceste, drsi. pa bi se osredotočila predvsem na rekonstrukcijo ceste rc iii , to je dole ponikva dolga gora loče. gre za državno cesto, ki je bila leta sprejeta v nrp in v proračun republike slovenije. to je obvozna cesta za primer nesreč na avtocesti a , hkrati pa je bila ta cesta zelo obremenjena, ko se je gradila železniška proga na relaciji celje maribor. in ne samo obremenjena, ampak tudi zelo uničena. verjamem, da ste s tem seznanjeni. ceste si verjetno še niste ogledali, sem pa objavila tudi kar nekaj zadnjih slik, ko je recimo sredi ceste kar ogromna luknja itn. ne bi zdaj o tem, ampak cesta je bila tudi ocenjena s strani amzs kot ena izmed najnevarnejših cest v sloveniji. obljube, kdaj se bo rekonstrukcija začela, so bile dane z več strani, tudi ministrstev, tudi bivšega ministra. tudi vi ste mi v mesecu marcu pisali, da če ne bo prišlo do večjih težav, se bodo dela na trasi začela predvidoma konec leta . jaz sem konec leta sklicala poslanski večer na to temo. bili so prisotni zaposleni iz direkcije in tam obljubili, da bo javni razpis, da se bo začel odkup zemljišč in bo javni razpis za rekonstrukcijo vsaj ene faze, tiste najbolj nujne, konec leta oziroma bilo je obljubljeno v začetku leta , potem konec leta , tudi v juniju sem dobila dopis, da z ozirom na potek odkupov in vremenskih razmer se bo začela gradnja predvidoma pomladi . stanje je takšno, da niti še razpisa ni bilo, odkupi so že. rečeno mi je bilo tudi konec leta na direkciji, da večjih problemov ni, da tisti, ki so, se bodo rešili. zdaj mene zanima, glede na to, da so bile dane obljube državljanom, da se bo vsaj en del, tisti najhujši, rekonstrukcije začel kdaj na ministrstvu predvidevate javni razpis vsaj za eno etapo, to je od naselja ponikva pa do železniške proge v ostrožnem? jaz bi prosila za vaš odgovor, obljube pa poslušamo že ulala let. hvala.",2020,01,1969,SDS,F,neutral
"gospa ministrica, izvolite.",2020,01,1986,LMŠ,F,neutral
"hvala za vprašanje. moj odgovor bo relativno kratek. res je, še vedno na podlagi pravnomočnih odločb po parcelaciji potekajo v tem trenutku odkupi potrebnih zemljišč. po pridobitvi potrebnih dokazil o razpolaganju z zemljišči bo direkcija republike slovenije za infrastrukturo prioritetno začela z gradnjo obeh, se pravi dveh odsekov, in sicer skozi ponikvo v dolžini metrov in čez klanec v dolžini metrov. za odsek skozi ponikvo je bil že pripravljen osnutek sporazuma o sofinanciranju, ki je trenutno v usklajevanju z občino. prav tako je direkcija že pridobila inženirja za pripravo razpisa in nadzora gradenj. na direkciji, jaz pa lahko rečem, da tudi sama sem še vedno prepričana, da bo razpis za obnovo objavljen še v letošnjem letu. moja želja bi bila v prvi polovici leta . seveda je pa treba prej speljati vse potrebne postopke, od parcelacije in tudi razpis potem uspešno zaključiti. ker tudi tukaj vemo, da velikokrat ni prav enostavno postopkov pripeljati h koncu.",2020,01,1970,,F,neutral
"hvala lepa. gospa poslanka, imate zahtevo za dopolnitev odgovora? izvolite.",2020,01,1986,LMŠ,F,neutral
"gospa ministrica, zdaj jaz ne vem kakšne informacije imate, ampak parcelacija je bila že narejena leta , odkupi potekajo in meni je bilo rečeno na direkciji, da kjerkoli se zatakne, recimo če človek ne želi prodati, da potem se pač naredi nacionalizacija oziroma se sprožijo vsi postopki, in da to ni neka ovira za javni razpis. tako je bilo rečeno. če narobe razumem, potem me boste popravili. govorite o dveh etapah skozi naselje ponikva in klanec. jaz vam moram povedati, da klanec je bil preplasten leta in ljudje pravijo, da popolni nesmisel, da je prav smešno, da bi zdaj direkcija tisti del, ki je bil preplasten, bom rekla po domače, vrgli ven ta asfalt in delali novega. bolj potrebno je od naselja ponikva, tista naslednja etapa, do železniške proge v ostrožnem, ki je res tako uničena, da ponekod niti ni več metra celega asfalta, ampak imate skoraj da že makadam. ljudje se vsak dan vozijo po teh cestah, uničujejo se jim avtomobili, še hvala bogu, da ne pride do nesreč. obljube za ta razpis se vlečejo že od leta . vse je že narejeno, ampak še ni razpisa. tako da pravim, parcelacija je, odkupi se vršijo in kolikor jaz vem, samo dve nista v bistvu rešeni. jaz bi vas prosila, gospa ministrica, da pogledate te zadeve in mogoče pospešite v tej smeri, da se res rekonstruira tisti del, etapa saj to projektanti oziroma tisti, ki vodijo projekt, vedo v tistem delu, ki je res nujno potreben. to je od naselja ponikva do železniške postaje.tak je bil tudi dogovor na direkciji, češ, da bodo to tudi pisno dali. do danes, žal, tega še nisem dobila. zato tudi ljudi bolijo te obljube, ker konec koncev tudi poslanci damo neke obljube oziroma podatke, ki jih dobimo z ministrstva in direkcije.",2020,01,1969,SDS,F,neutral
"hvala lepa. gospa ministrica, izvolite.",2020,01,1986,LMŠ,F,neutral
"spoštovana poslanka, to, kar ste povedali za odsek čez klanec, ki sem ga omenila, vsekakor bom preverila, ali je preplastitev bila narejena in zakaj bi potem bilo treba še enkrat. tako vam ta odgovor zagotovim pisno. kar se tiče ostalih vprašanj. še enkrat, pravnomočne odločbe o parcelaciji so že, treba je zagotoviti odkup zemljišč. najdlje trajajo postopki razlastitve, zato je interes našega ministrstva, da čim več stvari rešimo z dogovorom in ne z nacionalizacijo oziroma razlastitvijo, kot ste omenili. tu vedno prosimo za pomoč občine, ker one bolje poznajo svoje ljudi. tako bom tudi tu še enkrat apelirala na svoje sodelavce, da stvari skušamo čim prej zapreti, pa na župana, da nam skuša pri teh postopkih pomagati. česa drugega kot še enkrat povedati, da si tudi sama želim, da bi ta razpis bil objavljen čim prej, vam v tem trenutku, na žalost, težko povem. ker sem tudi človek, ki nerad daje obljube, ker te obljube niso odvisne samo od mene. seveda je cel kup postopkov, ki jih je treba izpeljati. nedvomno pa je to odsek, ki je nujno potreben obnove.",2020,01,1970,,F,neutral
"hvala lepa. nadaljujemo. dr. franc trček bo postavil vprašanje ministrici brez resorja, pristojni za razvoj, strateške projekte in kohezijo dr. angeliki mlinar.",2020,01,1986,LMŠ,F,neutral
"hvala za besedo. spoštovana gospa ministrica, spoštovani dober ducat poslancev in poslank, ki ste v dvorani! ne glede na to, ali vlada prihaja ali se vlada rekonstruira ali vlada odhaja, v nekih družbah, ki mislijo same sebe, moramo imeti to, kar se v angleščini imenuje civil servants, in neke ustrezno delujoče sisteme. nek tak delujoči sistem, s katerim imamo več kot preveč težav v decembru smo se kar dosti pogovarjali o tem je to, kar običajno imenujemo evropska kohezija. evropska kohezija res niso naši edini penezi, kot jaz rečem, za družbeno prostorski razvoj, so pa dejansko največji del kolača tovrstnih javnih financ. onkraj tega, gospa ministrica, nekako v bruslju izjavljate, da nadpovprečno črpamo kohezijo, da smo zadovoljni s tistim malo manj kot proračunom maribora za zeleni del, obstaja dejstvo, da je ogromno težav na informatiki. prvi minister iz sklica te vlade je tudi na zadnjem odboru zelo odkrito o tem govoril. še vedno v bistvu ne mine teden, da se tista famozna ema ne bi vsaj enkrat sesula. navsezadnje ljudje, ki so se naučili delati evropsko kohezijo, izgubljajo živce s tem, izgubljajo živce z iskanjem nekih ljudi v službah na ministrstvih, namesto da bi se ukvarjali z vsebinami. zato je prvi del mojega vprašanja, ki ga mora oddelati ta vlada, tudi če bomo imeli aprila volitve kdaj in kako bomo kratkoročno stabilizirali delovanje tega sistema? saj se zgodijo včasih tovrstne zadeve, ampak da bodo ti izpadi mogoče zaradi neke višje sile, komunikacijskega šuma enkrat na mesec, ne pa dvakrat, trikrat tedensko. drugi del tega vprašanja se pa nanaša na neko rekonstruirano vlado ali na vlado po volitvah kako srednjeročno urediti informacijsko infrastrukturo na svrk, da ne bo to eno ključno ozko grlo, ki jemlje čisto preveč časa ljudem, ki se potem v praksi, niti ne tako blazno dobro plačani, ukvarjajo s celo vrsto izvedbe evropske kohezije in preveč časa izgubljajo za te zadevnosti, namesto da bi se resno posvečali vsebinam? to je moje dvodelno vprašanje in upam, da mi boste ponudili ustrezne odgovore. hvala.",2020,01,1969,Levica,M,neutral
"hvala lepa. gospa ministrica, izvolite.",2020,01,1986,LMŠ,F,neutral
"iskrena hvala, gospa podpredsednica. spoštovani navzoči, spoštovani gospod poslanec! hvala za vaše v bistvu ponovno vprašanje glede informacijskega sistema. poskušala vam bom čim bolj v detajle odgovoriti. informacijski sistem e ma, ki podpira izvajanje evropske kohezijske politike v republiki sloveniji, deluje in zagotavlja nemoteno izvajanje v vseh fazah, ki morajo biti podprte z informacijskim sistemom. sistem omogoča podeljevanje sredstev, potrjevanje projektov, predlaganje zahtevkov za izplačilo za izvedene aktivnosti na pogodbah, kar je podlaga za izplačilo iz državnega proračuna in omogoča potrjevanje izdatkov in rezultatov evropski komisiji. sistem je stabilen, strinjam pa se, da je počasen in morda ni najbolj prijazen uporabnikom. vendar menim, da je tako pri večini kompleksnih informacijskih sistemov, in informacijski sistem, ki podpira izvajanje kohezijske politike, je dejansko zelo kompleksen, saj evropsko kohezijsko politiko ureja obsežna zakonodajna podlaga na evropskem in na nacionalnem nivoju, kar se odraža tudi v informacijskem sistemu. v sloveniji gre tozadevno pravzaprav za testno povezavo med tremi informacijskimi sistemi. to so sistem za izvajanje operativnega programa, tako imenovana e ma, sistem za izvajanje slovenskega proračuna mferac in v okviru tega posebni modul za potrjevanje izdatkov evropski komisiji, tako imenovana eca. zaradi kompleksnega sistema prihaja do občasnih težav in verjetno se temu tudi v bodoče ne bo možno v celoti izogniti. ker je bilo v preteklosti veliko povedanega o težavah z informacijskim sistemom za izvajanje kohezijske politike, marsikdo povezuje slabo izvajanje programa ravno s tem. zato je potrebno poudariti, da informacijski sistem ne predstavlja več ovire za črpanje. v zadnjem letu je bil na tem področju dejansko narejen bistven napredek. to so potrdili tudi revizorji, ki so ugotovili, da so bile izvedene znatne izboljšave na informacijskem sistemu e ma, ki sedaj omogoča zanesljivo zbiranje, beleženje in hrambo podatkov, potrebnih za spremljanje, vrednotenje, finančno upravljanje, preverjanje in revidiranje smotrnosti porabe sredstev evropske kohezijske politike. ponavljam, da sistem deluje in omogoča tekoče izvajanje. ostaja nam pa definitivno še nekaj izzivov z urejanjem stanja podatkov iz preteklih let, ko informacijski sistem ni bil ustrezen. v povezavi z informacijskim sistemom nam je evropska komisija poslala opozorilno pismo o ustavitvi plačil. nacionalni revizijski organ je po izvedenih dodatnih preverjanjih sistema komisijo v novembru obvestil o odpravi teh pomanjkljivosti. v času mojega obiska pri komisarki za kohezijo gospe ferreira prejšnji teden pa me je le ta seznanila tudi z odločitvijo komisije, da je sistemska pomanjkljivost ustrezno odpravljena. kljub temu aktivnosti v povezavi z izboljšanjem delovanja informacijskega sistema še naprej intenzivno izvajamo in ostajajo pomembna prioriteta službe vlade za razvoj in kohezijsko politiko v tem letu. poleg tega smo na svrk že pričeli s pripravo strokovnih podlag in drugih potrebnih investicijskih dokumentov za pripravo in objavo javnega naročila za prilagoditev obstoječega informacijskega sistema e ma zahtevam novega programskega obdobja . višina sredstev, ki bo potrebna za izvedbo, bo znana ob zaključku analize in priprave potrebne dokumentacije ter po prejetju ponudb s strani ponudnikov. želimo, da bi postopek izbire izvajalca lahko zaključili v prvi polovici tega leta. izgradnja obstoječega informacijskega sistema nas je do zdaj stala okvirno , milijona evrov. iz tega in že znanih potreb po prilagoditvah, ki izhajajo iz osnutka evropske zakonodaje za programsko obdobje , smo v svrk naredili prvo oceno, po kateri naj bi prilagoditev stala okvirno milijone evrov. če bomo sistem nadgradili še s funkcionalnostmi, ki jih sedaj ne omogoča, kot so na primer javni razpisi, pa bo ta znesek najbrž višji. hvala.",2020,01,"-
",,F,neutral
"hvala lepa, gospa ministrica. gospod poslanec, izvolite, imate zahtevo za dopolnitev odgovora.",2020,01,1986,LMŠ,F,neutral
"v bistvu moram imeti zahtevo za dopolnitev odgovora, ker mi je gospa ministrica odgovarjala na tisti del vprašanja, ali nam evropska komisija potrdi, da je sistem ustrezen, kar zadeva njih, tako imenovano claimanje, če uporabim to besedo, ki jo razumemo tisti, ki smo se s tem ukvarjali in se ukvarjamo. veste, na drugi strani imamo pa banalno praktičen vidik, da nekdo pol dneva nekaj vnaša, pa se mu sistem sesuje. in jaz sem bolj spraševal o tem drugem vidiku. takrat smo imeli . decembra, pa petek je bil, sejo, gospod krpan je preveril pa je dobil sms od svoje partnerice na projektu, da se je zopet sistem sesul. pa se ni sesul zaradi tega, ker je bil petek ., ampak ker je dejansko sistem tako zelo nestabilen. to, da imamo v bistvu, ja, kot ste pravilno rekli, dva sistema plus en modul, da je ta zadeva, če uporabim profesorski jezik, perpleksna, ni izgovor, da bi ta zadeva ne bila na čisto vsakdanji, operativni ravni delujoča, kar trenutno še ni. in če sem prav razumel vaš odgovor, bo to, če bo, bolj ustrezno delujoče na začetku naslednjega leta. upam, da se glede tega motim. ker pa ni ravno dobra popotnica za vse ljudi, ki delajo na tem in ki se dejansko na dnevni osnovi bodejo s temi zadevami. ne bom zahteval javne razprave o tem, ker se mi zdi, da smo se v zadnjem mesecu že preveč pogovarjali, mogoče ne preveč, dovolj pogovarjali o tem. ampak dejansko bi si želel odgovor s strani teh številnih ljudi, tudi mojih strokovnih znancev, ki na teh projektih delajo, kdaj se bodo lahko v miru ukvarjali z vsebinami, netrepetajoč, da se jim bo vsak drugi, tretji dan sesul sistem. hvala za odgovor.",2020,01,1969,Levica,M,neutral
"hvala lepa. gospa ministrica, se želite odzvati? izvolite.",2020,01,1986,LMŠ,F,neutral
"jaz se strinjam z vami, da je to absolutna prioriteta, ker brez tega črpanja ne bomo zaključili tako optimalno, kot si želimo. in je zaradi tega, kot sem podala prej v prvem delu svojega odgovora, to prioriteta moje službe in bo to tudi naprej ostala prioriteta, dokler to ne bo delovalo tako, da bo čim bolj optimalno.",2020,01,"-
",,F,neutral
"hvala lepa. nadaljujemo. naslednja je na vrsti gospa lidija divjak mirnik, ki bo postavila vprašanje ministru za gospodarski razvoj in tehnologijo gospodu zdravku počivalšku. izvolite.",2020,01,1986,LMŠ,F,neutral
"hvala lepa, podpredsednica, za besedo. lep pozdrav, spoštovani predstavniki vlade, kolegice, kolegi! spoštovani gospod minister, krožno gospodarstvo se je razvilo kot odgovor na linearni model gospodarstva, ki ni več ustrezal potrebam modernih družb v globaliziranem svetu. da bi zagotovili trajnostno rast, moramo seveda svoje vire uporabljati pametneje in bolj racionalno, zato se je slovenija in tudi celotna evropska unija zavezala h krožnemu gospodarstvu in sprejela to kot strateško usmeritev. zavezali smo se torej k uresničevanju celovitega strateškega projekta razogljičenja slovenije preko prehoda v krožno gospodarstvo s sodelovanjem evropske komisije in evropskega inštituta za inovacije in tehnologijo. s tem namenom bo ustanovljen tudi center za prehod v pametno in krožno družbo, katerega naloga bo koordiniranje vsebin programa in povezovanje vseh relevantnih pobud in projektov s tega področja. tako bomo začeli sistematično delovati v smeri dviga produktivnosti gospodarstva, kjer slovenija žal zaostaja za evropskim povprečjem, in prispevali k izboljšanju konkurenčnosti in stabilnemu poslovanju podjetij. maribor je v zadnjih nekaj letih dokazal, da je na področju krožnega gospodarstva na primer inštitut wcycle, sedež srip za krožno gospodarstvo je tudi v mariboru, in pa številni drugi projekti v izvajanju najbolj proaktivno mesto in s tem center trajnostnega načina umnega gospodarjenja z viri, zato bi seveda bilo smiselno, da je sedež centra ustanovljen v mariboru. s tem dejanjem bi pokazali, da se država zaveda, kako pomembna je decentralizacija na osnovi vsebin in pa znanja, ki jih imajo posamezna področja, saj je le ta potrebna predvsem zaradi učinkovitejšega reševanja notranjih razvojnih problemov in predstavlja podlago za hitrejši in tudi skladnejši razvoj. ne želimo si, da bi razvojno napredovala samo osrednjeslovenska regija, in ni prav, da bomo razmišljali samo o tem, da širimo avtocesto proti ljubljani, namesto da bi se osredotočili na decentralizacijo države in s tem zmanjšali razvojni zaostanek vzhodne kohezijske regije. naš cilj mora biti zagotavljanje enakomernega gospodarstva, kulturnega in socialnega razvoja v vseh regijah v državi, ker bo seveda to prispevalo k zadovoljstvu prebivalcev celotne slovenije in celotno slovenijo tudi okrepilo. spoštovani gospod minister, glede na vse navedeno vas sprašujem ali je lokacija, kjer se bo nahajal novoustanovljeni center za prehod v pametno in krožno družbo, že določena? če ni, vas vljudno prosim, da je le ta v mariboru. hvala lepa.",2020,01,1973,LMŠ,F,positive
"hvala lepa. gospod minister, izvolite.",2020,01,1986,LMŠ,F,neutral
"cenjeni zbor, spoštovana poslanka lidija divjak mirnik, predsedujoča! hvala za vprašanje. prehod v nizkoogljično krožno gospodarstvo je ena izmed strateških prioritet razvoja slovenije. gre za enega izmed ključnih instrumentov za dosego razogljičenja zaradi podnebnih sprememb. je tudi eden od ključnih elementov zelenega dogovora, ki je prioriteta nove evropske komisije. vlada republike slovenije na tem področju krepi svoje aktivnosti. krožno gospodarstvo je ena izmed prioritet slovenske strategije pametne specializacije, kamor so usmerjena sredstva za raziskave, razvoj in inovacije. krožno gospodarstvo bo eden izmed ključnih stebrov prihodnje slovenske industrijske politike, ki jo pripravljamo v okviru našega ministrstva. za namen posodabljanja v smeri krožnega gospodarstva nameravamo izkoristiti tudi sredstva podnebnega sklada v sodelovanju z evropsko komisijo in evropskim inštitutom za inovacije in tehnologijo oziroma z njegovimi izvajalskimi inštitucijami pripravljamo celovit projekt sistematičnega prehoda v krožno gospodarstvo. vlada republike slovenije se je z informacijo o pripravi tega projekta seznanila . novembra . pri celovitem projektu prehoda v krožno gospodarstvo gre namreč za projekt, ki ga skupaj pripravljamo ministrstvo za gospodarski razvoj in tehnologijo, ministrstvo za okolje in prostor, ministrstvo za izobraževanje, znanost in šport, služba vlade republike slovenije za razvoj in evropsko kohezijsko politiko, ministrstvo za infrastrukturo ter ministrstvo za kmetijstvo, gozdarstvo in prehrano. v ta namen je bila oblikovala medresorska delovna skupina na ravni generalnih direktorjev pod vodstvom ministrstva za okolje in prostor, ki bo skupaj s partnerji iz evrope pripravila konkreten predlog strateškega projekta z ukrepi, terminskim načrtom in finančnimi viri. naveden predlog za izvedbo projekta bo med drugim vseboval tudi organizacijsko rešitev glede oblikovanja centra, ki bo zagotavljal usklajene in celovite aktivnosti za prehod v nizkoogljično krožno gospodarstvo tudi po zaključku obdobja trajanja tega projekta. prej navedena medresorska delovna skupina se je na ministrstvu za okolje in prostor prvič sestala . januarja letos, kjer so določili način dela in nadaljnje korake. najprej je potrebno doreči vsebine projekta in potrebne aktivnosti, tudi te, ki bi jih izvajal načrtovani center za prehod v pametno in krožno gospodarstvo oziroma krožno družbo. glede vzpostavitve samega centra tako v tem trenutku še ne moremo podati konkretnih odgovorov, saj so odprte še vse možnosti, tako glede organizacijske oblike kot tudi glede same lokacije in sedeža. prepričan sem pa, da nam bo uspelo najti takšno rešitev, ki bo ustrezala vsem deležnikom. hvala.",2020,01,1957,,M,neutral
"hvala lepa. nadaljujemo. gospa alenka jeraj bo postavila vprašanje ministrici za pravosodje gospe andreji katič. izvolite, gospa poslanka.",2020,01,1986,LMŠ,F,neutral
