text,leto,mesec,rojstvo,stranka,spol,sent
hvala lepa. predlog zakona je kot matično delovno telo obravnaval odbor za gospodarstvo. za predstavitev poročila odbora dajem besedo predsedniku gregorju periču. izvoli.,2020,03,1956,SDS,M,neutral
"hvala lepa, podpredsednik. kolegice in kolegi, predstavniki vlade, lep pozdrav vsem! kot rečeno, na odboru za gospodarstvo smo na . seji . . kot matično delovno telo obravnavali predlog zakona o spremembah in dopolnitvah zakona o industrijski lastnini, ki ga je državnemu zboru v obravnavo po skrajšanem postopku predložila vlada. kolegij predsednika državnega zbora je na . seji . . sprejel odločitev, da se predlog zakona obravnava po skrajšanem postopku. na seji odbora, ki je potem sledila, so sodelovali predstavnice in predstavniki ministrstva za gospodarski razvoj in tehnologijo, urada republike slovenije za intelektualno lastnino in zakonodajno pravne službe. v poslovniškem roku so bili vloženi amandmaji poslanskih skupin lmš, sd, smc, sab in desus k ., ., ., ., ., ., ., ., ., ., ., ., ., ., ., ., . in k . členu z dne . . in spremembe amandmajev poslanskih skupin lmš, sd, smc, sab in desus k . in . členu z dne . . . ne bom ponavljal razprave s strani vlade oziroma državne sekretarke eve štravs podlogar, ker je, mislim da, to zelo dobro povzela ravnokar. bom pa na kratko strnil tisto, kar je predstavnica zakonodajno pravne službe mag. kurent poudarila. in sicer, da je temeljni razlog za noveliranje zakona o industrijski lastnini prenos direktive v slovenski pravni red. v razpravi, ki je v nadaljevanju sledila na odboru, so kolegice in kolegi iz poslanske skupine levica poudarili glede širše definicije blagovne znamke, da so glede tega zadržani, saj menijo, da je lahko slednje problematično z vidika omogočanja komercializacije širšega spektra vizualnih ali drugih komunikacijskih sredstev, ki so skupna lastnina vseh. v poslanski skupini sab so poudarili, da izdelek ali storitev, ki ima blagovno znamko, predstavlja na trgu pred ostalimi izdelki ali storitvami konkurenčno prednost. kolegi iz poslanske skupine desus so pa dejali predvsem, da gre za relativno tehnični prenos v slovenski pravni red in da slovenija pri tem zamuja. poudarili so še, da je določanje blagovne znamke najbolj pomemben del trženjske strategije proizvajalca. po zaključeni razpravi je odbor sprejel amandmaje poslanskih skupin lmš, sd, smc, sab in desus k členom da jih ne naštevam, ker sem jih že prej in je v skladu s . členom poslovnika državnega zbora glasoval še o vseh členih predloga zakona skupaj in jih sprejel z devetimi glasovi za in nobenim proti. to je to glede poročila, tako da hvala lepa za vašo pozornost.",2020,03,1984,SMC,M,neutral
hvala lepa. prehajamo na predstavitev stališč poslanskih skupin. besedo ima poslanska skupina demokratične stranke upokojencev slovenije in robert polnar. izvoli.,2020,03,1956,SDS,M,neutral
"hvala za besedo, gospod podpredsednik državnega zbora. gospe poslanke, gospodje poslanci! blagovna znamka kot ekonomski koncept je pomemben del trženjske strategije. prodajalec se sreča z odločitvami o blagovni znamki, ko izdeluje trženjsko strategijo za posamezni izdelek. za razvijanje izdelkov z blagovno znamko je potrebno veliko dolgoročnih investicij, še posebej za oglaševanje, tržno komuniciranje in embaliranje. sposobnost oblikovanja, ohranjanja, zaščite in poudarjanja blagovne znamke je verjetno najbolj značilna spretnost profesionalnega tržnika. močna so tista podjetja, ki imajo blagovno znamko, ta pa prinaša zvestobo porabnikov. zakon o industrijski lastnini vsebuje materialne določbe o znamki, postopek registracije, obnavljanje znamke in njeno vzdrževanje, vpis sprememb v register, sodno varstvo in uveljavljanje pravic iz znamke. cilj sprememb in dopolnitev zakona, ki jih danes sprejemamo, je usklajevanje določb materialnega prava blagovnih znamk in glavnih postopkovnih pravil na področju registracije blagovnih znamk z določbami, ki veljajo v sistemu blagovne znamke evropske unije. blagovna znamka je lahko ime, izraz, oblika, simbol ali kombinacija naštetih označevalcev. njen namen je prepoznavanje izdelka ali storitve in prepoznava prodajalca ali izdelovalca. blagovna znamka je predvsem obljuba prodajalca, da bo dosledno ponujal kupcem določene lastnosti, koristi in storitve. najboljše blagovne znamke pa posredujejo tudi jamstva za kvaliteto. po svoji sporočilni vrednosti je blagovna znamka precej zapleten simbol, saj lahko sporoča do šest pomenov lastnosti, koristi, vrednote, kulturo, osebnost in uporabnika. vrednost blagovne znamke je tem višja, čim višje so njena zvestoba, prepoznavnost imena, zaznana kakovost, močne asociacije ravno v zvezi s samo blagovno znamko. visoka vrednost blagovne znamke zagotavlja podjetju konkurenčne prednosti. stroški za trženje so zaradi visoke prepoznavnosti in zvestobe kupcev manjši. podjetje je bolj učinkovito pri pogajanjih z distributerji in trgovci na drobno, od katerih kupci pričakujejo, da bodo imeli blagovno znamko. ker ima blagovna znamka višjo zaznano kakovost, lahko podjetje zaračuna višjo ceno kot konkurenti. če ima blagovna znamka veliko verodostojnost, jo podjetje lažje distribuira in lažje razširi. poglavitne spremembe in dopolnitve zakona, ki jih danes sprejemamo, obsegajo absolutne razloge za zavrnitev ali ničnost blagovne znamke, relativne razloge za zavrnitev blagovne znamke, celovito urejenost kolektivne znamke in tudi prehod na elektronsko poslovanje urada republike slovenije za intelektualno lastnino. v poslanski skupini desus ocenjujemo, da bo na ta način varstvo blagovnih znamk na nacionalni ravni postalo privlačnejše, še posebej gledano s perspektive pozitivnega vpliva na konkurenčnost in rast podjetij. spremembe in dopolnitve zakona o industrijski lastnini bomo v poslanski skupini desus podprli. hvala lepa.",2020,03,1960,DeSUS,M,positive
hvala lepa. jani ivanuša bo predstavil stališče poslanske skupine slovenske nacionalne stranke. izvoli.,2020,03,1956,SDS,M,neutral
"spoštovani prisotni, lep pozdrav, lep dober dan! verjamem, da marsikomu ni, ampak vseeno življenje teče naprej. kadarkoli smo v tem mandatu sprejemali predloge zakonov, katerih glavni namen je bil prenos evropske direktive v slovenski pravni red, je zakonodajno pravna služba državnega zbora opozorila, da vlada kot predlagateljica zakonov zgolj nekritično prepisuje evropske direktive. to kaže na popolno nerazumevanje vsebine zakona. uporabniki zakona so soočeni z izrazoslovjem, ki ga slovenski pravni red ne pozna. to vnaša nejasnosti, ki jih potem iznajdljivi pravniki izkoristijo v spornih postopkih. rok za prenos določb evropske direktive v slovenski pravni red je bil . januar . če prav razumem, naša vlada v odstopu direktive niti prepisati ne zmore v roku, kaj šele, da bi vsebino proučila in jo prilagodila obstoječemu slovenskemu sistemu. s tem predlogom zakona naj bi bilo bolje zaščiteno industrijsko lastninjenje. slovenija je znana po tem, da ne zna zaščititi niti svojega ozemlja, kaj šele svoje zgodovine in svoje kulture. samo spomnimo se, kako smo ščitili lipicance, teran, pršut, prekmursko gibanico in tako naprej. še dobro, da hrvaška dela svojega ozemlja ne poimenuje slovenija. prepričan sem, da bi si potem morala slovenija spremeniti ime v severna slovenija. v sloveniji bi marsikdo zaščitil svojo znamko, vendar se za to ne odloči zaradi finančnega bremena. znamke lahko zaščitijo samo tisti, ki imajo denar. urad vodi različne registre register patentov, modelov, znamk in geografskih označb, register prijav za navedene pravice, register zastopnikov. večina registrov je javnih. vpogled v registre je mogoče le v knjižnici urada, pa še to samo v dopoldanskem času. nekdo, ki dela od . ure pa do ., praktično nima dostopa do registrov. zanima me, kdaj bo možen elektronski dostop do registrov. tudi prenos odločanja z okrožnega sodišča na urad in v primeru upravnega spora zopet na upravno sodišče ne pospešuje postopkov. ravno nasprotno, ti bodo še daljši in dražji. predlog zakona predvideva tudi nove zaposlitve, nove postopke, nova usposabljanja in izobraževanja. skratka, nova proračunska sredstva. zanimivo je tudi, da je predlagatelj zakona kot nesprejemljive zavrnil vse pripombe strokovne javnosti, na primer upravnega sodišča, odvetniške zbornice, gospodarske zbornice, združenja slovenskih zastopnikov za intelektualno lastnino, na sam predlog zakona. skratka, poslanci smo spet postavljeni pred dejstvo, da moramo nekaj na hitro sprejeti zaradi direktive evropske unije, pa čeprav gre za novelo zakona s številnimi odprtimi vprašanji. hvala lepa za vašo pozornost.",2020,03,"-
",SNS,M,neutral
hvala lepa. igor peček bo predstavil stališče poslanske skupine liste marjana šarca. izvoli.,2020,03,1956,SDS,M,neutral
"hvala lepa, spoštovani podpredsednik. spoštovani predstavniki vlade, kolegice in kolegi! v različnih državah članicah evropske unije se pravice intelektualne lastnine urejajo različno, kljub temu da je to predmet zakonodaje evropske unije. zato je v interesu vseh držav članic, da se zagotovi enotno varstvo pravic intelektualne lastnine v vsej uniji in vzpostavi centralizirana ureditev tega področja na ravni unije. s tem bo registracija blagovnih znamk v evropski uniji cenejša, hitrejša, zanesljivejša in bolj predvidljiva, imetnikom pa se bo zagotovila večja pravna varnost. v poslanski skupini liste marjana šarca pozdravljamo te spremembe na tem področju in podpiramo unitarni evropski patent, torej patentni sistem, ki bo pokrival celotno evropsko unijo. upamo tudi, da bo to pripomoglo, da se bodo podjetja lažje ubranila tako imenovanih patentnih trolov, podjetij, ki ničesar ne proizvajajo in si s patenti niti ne trudijo zaščititi svojega izdelka, kupujejo pa patente in potem iščejo potencialne tarče, od katerih bi najlažje iztožili odškodnino. njihov namen ni preprečiti konkurenci, da bi uporabljala določeno tehnologijo, njihov cilj je zgolj zaslužek in nekateri strokovnjaki ocenjujejo, da jim trenutni razdrobljeni evropski sistem omogoča, da lažje najdejo ranljive tarče. zato je potrebno iskati rešitve za varovala, kako bo intelektualna lastnina ostala čim dlje in čim bolj zaščitena pred takšnimi zlorabami in da podjetja pri tem ne bodo izgubljala dragocenega časa in denarja za spore, ki jih potem rešujejo pravniki. osnovni namen ureditve intelektualne lastnine je spodbujanje kreativnosti in iskanja novih rešitev. razvojne raziskave so v podjetju vedno povezane z velikimi vlaganji in stroški, zato ima zaščita intelektualne lastnine in s tem povezana gradnja blagovne znamke velik pomen in ustvarjalcem daje dodatno spodbudo pri delovanju. poleg tega prepoznavna blagovna znamka podjetja loči od konkurence, po njej ga kupci prepoznajo in ji ostajajo zvesti. patente, modele in blagovne znamke je potrebno dobro zaščititi, drugače lahko nekdo drug zazna dobro idejo in z nekaj preprostimi koraki prevzame posel, v katerega je nekdo vložil vse svoje znanje in premoženje. pravice izhajajo iz intelektualne aktivnosti in njihova glavna značilnost je ekskluzivnost, kar pomeni, da ima imetnik določene vrste monopol nad gospodarskim izkoriščanjem svojega kreativnega dela, kar mu na trgu pridobiva konkurenčno prednost. če želimo kot država preiti na naslednjo raven razvitosti gospodarstva, bomo iz uvoznika znanja in tehnologije morali postati bolj avtonomen inovator in generator znanja tako v gospodarskih sektorjih kakor tudi v globalnih tržnih nišah. ne nazadnje z intelektualno lastnino ustvarjamo dodano vrednost za posameznike in podjetja, kar pozitivno vpliva na razvoj celotnega gospodarskega in družbenega sistema. menimo, da njena enotna zaščita in izvrševanje prispevata k spodbujanju inovacij in gospodarske rasti, zato bomo predlog novele zakona v poslanski skupini liste marjana šarca podprli. hvala lepa.",2020,03,1964,LMŠ,M,neutral
hvala lepa. stališče poslanke skupine socialnih demokratov bo predstavil soniboj knežak. izvoli.,2020,03,1956,SDS,M,neutral
"hvala, predsedujoči. spoštovane, spoštovani! učinkovito varstvo intelektualne lastnine je ključno za delovanje sodobnega gospodarstva. industrijski patenti in blagovne znamke so v današnjem času temelj za visoko dodano vrednost. tudi za predpise s tega področja je zelo pomembno, da so usklajeni znotraj evropskega prostora, saj si je sicer nemogoče predstavljati enoten trg blaga in storitev. predlagane spremembe in dopolnitve veljavnega zakona so posledica dopolnitve evropske direktive. ne gre za velike tektonske spremembe, temveč le za uskladitvena določila. med njimi je najpomembnejša sprememba poenotenja postopka registracije blagovne znamke, ki bo poslej po vsej evropski uniji potekala po usklajenem postopku. pri tem se ta določila tudi prilagajajo času in napredku sodobnih tehnologij, zato se s spremembami daje možnost zavarovanja blagovnih znamk ne glede na medij, v katerem se uporablja. v zadnjih desetletjih močno razširjeno polje ščitenja intelektualne lastnine pa sicer ni nujno v korist tistega, ki je izvorni avtor intelektualne lastnine. sodobni kapitalizem je večino pravic podelil lastniku patenta oziroma blagovne znamke, ne pa nujno njenega izvornega avtorja. tako se pogosto zgodi, da se zaščita intelektualne lastnine uporablja predvsem zato, da se nekomu prepreči njena uporaba. praksam, ko so lastniki pridobili patent ali pa znamko, pa je nato niso uporabljali, se tako s spremembami tega zakona obeta konec. temeljni pogoj za zavarovanje industrijske lastnine oziroma blagovne znamke postaja njena uporaba, ne njeno lastništvo. s spremembami tega zakona se zato uvaja načelo izgube zaščite industrijske lastnine, če je njen lastnik ne uporablja. menimo, da bo v bodoče to lahko v veliko pomoč predvsem pri oživljanju starih blagovnih znamk, ki so jih lastniki pridobili z izključno špekulativnimi nameni. v poslanski skupini socialnih demokratov bomo podprli predlog sprememb in dopolnitev zakona o industrijski lastnini.",2020,03,1962,SD,M,neutral
hvala lepa. stališče poslanske skupine stranke modernega centra bo predstavil gregor perič. izvoli.,2020,03,1956,SDS,M,neutral
"hvala še enkrat. kolegice in kolegi! določanje blagovne znamke je za vsakega proizvajalca izjemnega strateškega pomena, saj v končni fazi vsaka blagovna znamka prinaša tudi številne prednosti, kot so to, da proizvajalca ščiti pred njegovimi konkurenti na trgu, potrošnika ščiti na drugi strani pred ponarejanjem ali zavajanjem in pa omogoča identifikacijo porekla izdelka. višja kot je vrednost blagovne znamke, večja je tudi zvestoba potrošnikov do te znamke in prepoznavnost njenega imena, večja pa je tudi zaznana kakovost same blagovne znamke. v poslanski skupini smc predlagamo čimprejšnje sprejetje predlagane novele zakona o industrijski lastnini, saj bo slovenskim pravnim subjektom med drugim omogočila tudi večjo konkurenčnost v širšem gospodarskem prostoru. z novelo se bodo v pravni red republike slovenije prenesla določila evropske direktive o približevanju zakonodaje držav članic v zvezi z blagovnimi znamkami, ki določajo uskladitev glavnih postopkovnih pravil na področju registracije blagovnih znamk v sloveniji in drugih članicah unije s tistimi v sistemu blagovnih znamk evropske unije. s tem bo zagotovljeno, da bodo sistemi registracije blagovnih znamk po vsej uniji dostopnejši in učinkovitejši za podjetja. med predlaganimi rešitvami v noveli zakona pozdravljamo predvsem širšo opredelitev znakov, ki lahko sestavljajo blagovno znamko, natančneje določen nabor absolutnih razlogov, zaradi katerih urad za intelektualno lastnino republike slovenije ne sme registrirati prijavljene znamke, in pa novo zahtevo, da se lahko registrira samo tista blagovna znamka, ki se dejansko tudi v praksi uporablja. v predlogu zakona so sicer nekatere manj zahtevne spremembe, ki pa bodo uradu za intelektualno lastnino omogočile postopni prehod na elektronsko poslovanje, optimizacijo procesov in pa tudi večjo učinkovitost pri samih upravnih postopkih. v smc zato podpiramo digitalizacijo in uvedbo tega elektronskega poslovanja, saj se bo s tem pospešilo postopke registracije in s tem tudi možnosti hitrejšega začetka uporabe blagovne znamke, kar povečuje prepoznavnost blaga ali storitev in uveljavljanje pravic iz njih. poleg tega smo prepričani, da bo uvedba elektronskega poslovanja imela v prihodnje z vidika finančnih posledic pozitivne učinke, saj se bodo znižali številni materialni stroški. novela zakona pa prinaša tudi prenos pristojnosti za odločanje o razveljavitvi in ničnosti blagovnih znamk s sodišča na na urad za intelektualno lastnino. v uradu bodo zaradi tega nujne nove zaposlitve, za kar bo potrebno zagotoviti tudi dodatna finančna sredstva, v teh postopkih pa bo zoper odločbe urada dovoljen upravni spor. zato je mogoče pričakovati, da bo tudi upravno sodišče bolj obremenjeno, kar pomeni, da bodo tudi na omenjenem sodišču nujne kadrovske okrepitve in dodatno usposabljanje in izobraževanje. to lahko vidimo kot nekaj negativnega, po drugi strani se pa zlasti na področju blagovnih znamk izboljšuje pravno varstvo. ne nazadnje pa bodo z novelo zakona odpravljene tudi ugotovljene pomanjkljivosti glede denarnih kazni in glob, ki so v veljavnem zakonu določene še v tolarjih, sedaj pa bodo določene v evrih, in tako bo prišlo tudi do uskladitve z zakonom o prekrških. zaradi prej omenjenih pozitivnih učinkov, ki jih prinaša novela, bomo v poslanski skupini smc predlog zakona o spremembah in dopolnitvah zakona o industrijski lastnini soglasno podprli. hvala lepa za vašo pozornost.",2020,03,1984,SMC,M,positive
hvala lepa. stališče poslanske skupine levica bo predstavil boštjan koražija. izvoli.,2020,03,1956,SDS,M,neutral
"spoštovani, hvala za besedo. lep pozdrav vsem, tudi pred sprejemniki! pred nami je novela zakona o industrijski lastnini, ki v slovenski pravni red prenaša evropsko direktivo, namenjeno poenotenju pravnih redov držav članic eu na področju blagovnih znamk. ključna funkcija blagovne znamke naj bi bila identifikacija izdelka ali storitve z unikatnim znakom, pa naj gre za grafični simbol, logotip, zvok ali multimedijsko vsebino. sodobne kapitalistične države, od združenih držav amerike, članic eu pa do kitajske, v zadnjih desetletjih intenzivno krepijo pravno zaščito blagovnih znamk in drugih oblik industrijske lastnine. blagovne znamke danes namreč predstavljajo pomemben del vrednosti industrijske lastnine oziroma tudi teh potencialnih podjetij. v tej luči moramo razumeti tudi trende rasti pri registraciji blagovnih znamk. zakonodajalci v luči teh trendov v rigorozni zaščiti blagovnih znamk praviloma vidijo zgolj pozitivne lastnosti. blagovna znamka naj bi tako ščitila izdelek, njegovo poreklo, proizvajalca in zagotavljala kakovost, vendar pa se je treba zavedati, da zlasti mednarodne korporacije pravno zaščito blagovnih znamk izkoriščajo za utrditev monopolnega položaja na trgu. velike korporacije z ogromnim denarnim tokom in dobički s svojimi blagovnimi znamkami dvigujejo stopnjo ovir na trgu, s čimer manjšim in novim podjetjem z lokalnimi blagovnimi znamkami otežujejo dostop do trgov. pravno zaščito blagovnih znamk in drugih oblik industrijske lastnine korporacije izkoriščajo za sodno preganjanje vsakršne neželene asociacije na njihove izdelke oziroma storitve. poleg tega jim znamke omogočajo, da produkte prodajajo po višjih cenah, ki ne odražajo višjih produkcijskih stroškov ali višje uporabne vrednosti izdelka, temveč temeljijo le na simbolnem prestižu uveljavljenje znamke. mednarodne korporacije pod vprašaj postavljajo tudi osnovno funkcijo blagovne znamke, ki naj bi bila v raziskovanju njihovih produktov z drugimi. ta funkcija razvodeni, ko ena korporacija zakupi na stotine različnih blagovnih znamk in si s tem zagotovi njihovo ekskluzivno uporabo. novela spreminja definicijo blagovne znamke, saj po novem ni več zahtevano, da je treba znak grafično predstaviti, pač pa je dovolj, da se znak prikaže v kakršnikoli ustrezni obliki kot specifična celota, pri kateri se uporabi splošno dostopna tehnologija. s tem je odprta možnost, da se poleg zvočnih znamk lahko registrirajo celo znamke gibanja, multimedijske znamke in holografske znamke. v levici smo do širitve definicije blagovnih znamk zadržani. treba se je namreč zavedati, da se z registracijo blagovne znamke zasebnim institucijam omogoča ekskluzivna lastnina oziroma ekskluzivna pravica nad uporabo skupnih dobrin v zasebne komercialne namene. v osnovi gre za privatizacijo grafičnih in po novem tudi drugih oblik, ki sicer nimajo lastnika, zato je sleherna širitev definicije blagovne znamke lahko problematična, saj omogoča komercializacijo širšega spektra vizualnih in drugih komunikacijskih sredstev, ki so načeloma skupna lastnina vseh. sicer pa pozdravljamo razširitev absolutnih razlogov za zavrnitev registracije blagovne znamke, na primer prepoved rabe tradicionalnih izrazov za vino, prepoved uporabe zajamčenih tradicionalnih posebnosti in zaščita žlahtniteljskih pravic. tako ne bo moglo priti do komercializacije simbolov, ki označujejo skupno kulturno dediščino, na primer izraz penina ne bo mogel postati ekskluzivni znak posameznega podjetja, temveč bo ostal v skupni rabi. v noveli zakona o industrijski lastnini je nova tudi zahteva, da se registrirane blagovne znamke dejansko uporabljajo v zvezi z blagom ali storitvami, za katere so registrirane. v primeru neuporabe v petih letih od datuma zaključka postopka registracije jih je mogoče razveljaviti. prav je, da je registracija blagovne znamke zvezana z resno in dejansko uporabo blagovne znamke, ne pa za manipulativne namene prijavitelja registracije, s katero drugim gospodarskim subjektom preprečuje njeno rabo. predlogu spremembe zakona v levici ne nasprotujemo, a ga tudi podprli ne bomo. hvala.",2020,03,1974,Levica,M,neutral
hvala lepa. aleksander reberšek bo predstavil stališče poslanske skupine nova slovenija krščanski demokrati. izvoli.,2020,03,1956,SDS,M,neutral
"predsedujoči, najlepša hvala za besedo. spoštovani poslanke in poslanci! predlog zakona v slovensko zakonodajo prenaša direktivo, ki bi jo slovenija kot država članica eu morala prenesti že do . . . ker že zamujamo, je torej skrajni čas, da spremembe vnesemo v naš pravni red. med spremembami so tako na primer ni več zahteve po grafični predstavitvi znaka, zaradi česar je možna registracija novih vrst znakov, ki jih ni mogoče grafično prikazati, na primer multimedijski ali zvočni znaki. na ta način gremo v korak s časom, sodobno ustvarjalnostjo in novimi oblikami znakov. razširjen je in natančno je določen nabor absolutnih razlogov za zavrnitev registracije znamke, med katerimi so sedaj tudi na primer tradicionalni izrazi za vino in zajamčene tradicionalne posebnosti. za zavrnitev iz relativnih razlogov je po novem nujen ugovor, saj urad relativnih razlogov ne bo več preverjal po uradni dolžnosti. to pomeni, da bodo postopki lahko potekali hitreje. poudarek je na dejanski uporabi znamk, uvaja se petletno obdobje, v katerem se znamka mora uporabljati, sicer se lahko razveljavi. na ta način se zagotavlja, da se registrirane znamke tudi dejansko uporabljajo in ne zgolj ovirajo prihod na trg podobnim blagovnim znamkam. možno pa je tudi skleniti poravnavo v postopku ugovora zoper registracijo znamke, s čimer se lahko postopki ugovorov skrajšajo. poleg tega predlog predvideva spremembe, ki uradu za intelektualno lastnino omogočajo prehod na elektronsko poslovanje v celoti. postopki se poenostavljajo in zmanjšujejo obremenitve za stranke in urad tudi z vsakokratnim podaljšanjem roka za najdaljši možni čas treh mesecev, namesto na primer trikratnega podaljšanja po en mesec. v večjem delu gre za prenos direktive evropske unije v slovensko zakonodajo, kar bi morali narediti že pred več kot enim letom, obenem pa predlog zakona vsebuje rešitve za popoln prehod na elektronsko poslovanje urada za intelektualno lastnino. s tem ter nekaterimi drugimi rešitvami poenostavlja in skrajšuje administrativne postopke tako za stranke kot za urad. neučinkovito in zamudno delovanje javne uprave in javnih služb povečuje delež časa in napora, ki ga morajo ljudje namesto svoje osnovne dejavnosti nameniti urejanju administrativnih zahtev. namesto da bi se podjetnik ukvarjal z razvojem svojega podjetja, čaka na izdajo zahtevanih dovoljenj. takšno okolje ovira uresničitev talentov in prinaša veliko škodo najprej posamezniku, posledično pa tudi državi. krščanski demokrati opozarjamo, da bi morale biti javna uprava in javne službe usmerjene v omogočanje razvoja človeških talentov, ne pa v njihovo oviranje. v novi sloveniji si želimo, da bi država vsakemu državljanu in podjetju omogočila, da lahko vse, kar potrebuje od države, uredi elektronsko, brez zamudnih obiskov in čakanja pred uradniškimi okenci. razvoj mora iti v smeri, da se čim več stikov državljanov in podjetij z državo lahko opravi elektronsko in na enem mestu od oddaje vlog in ugovorov do elektronskega vročanja in elektronskega sledenja reševanja vlog. uporaba informacijsko komunikacijskih tehnologij ne olajšuje le izvedbe postopkov, ampak tudi zmanjšuje zahtevan čas ter stroške državljanov in podjetij pri urejanju upravnih zadev. splet omogoča urejanje upravnih zadev kar iz pisarne ali domačega naslonjača. to odpravlja stroške prevoza in prihrani čas, ki bi ga sicer človek porabil za prihod na urad in čakanje v vrsti. v novi sloveniji ne pristajamo na to, da bi državljani svoj dragoceni čas zapravljali za čakanje v vrsti in dolgotrajne postopke. verjamemo pa, da ga lahko mnogo bolje uporabijo in v tem času raje razvijajo svoje poslovne ideje ali ga vlagajo v odnose s svojimi najdražjimi. v novi sloveniji ocenjujemo, da gre predlagani zakon v smeri poenostavljanja birokracije in omogoča elektronsko poslovanje na področju intelektualne lastnine, zato bomo predlog zakona podprli.",2020,03,1980,NSi,M,neutral
"hvala lepa. na vrsti je še zadnje stališče, stališče poslanske skupine stranke alenke bratušek, ki ga bo predstavil marko bandelli. izvoli.",2020,03,1956,SDS,M,neutral
"spoštovani! glavni namen direktive je uskladitev nacionalnih zakonodaj in postopkovnih pravil na področju znamk s tistimi pravili, ki veljajo za registracijo blagovnih znamk v evropski uniji. v sab menimo, da novela prinaša prednosti za domača podjetja, ki bodo svoje znamke po vseh državah evropske unije registrirala enostavno in učinkovito. uskladitev zakonodaje pa jim bo prihranila visoke stroške, ki jih imajo v zvezi s pravnim svetovanjem v tujih državah. novela razširja absolutne razloge, zaradi katerih je treba registracijo zavrniti po uradni dolžnosti. slednja se na primer ne bo dopustila, če bo šlo za nasprotovanje tradicionalnim izrazom za vina. velik poudarek je na aktivni uporabi znamke, registrirane znamke, ki jih uporabnik ni uporabljal pet let, bodo razveljavljene zaradi neuporabe ali pa se bo neuporaba upoštevala kot obrambni argument kasnejšega prijavitelja znamke. če prejšnji prijavitelj ugovarja v postopku registracije znamke, ima kasnejši prijavitelj možnost od prejšnjega zahtevati dokaze, da je registrirano znamko v obdobju petih let od registracije dejansko uporabljal. če tega ne bo uspel dokazati, z ugovorom proti registraciji znamke ne bo uspel. novela širi opredelitev znakov, ki lahko sestavljajo blagovno znamko. po novem ne bo več zahtevano, da je mogoče grafično predstaviti znak, temveč tako, da pristojni organi in javnost jasno in natančno ugotovijo, kaj je predmet varstva. to na primer pomeni, da bo varstvo podeljeno tudi multimedijskim znakom, nekaterim zvočnim znakom in podobno. čeprav so se znamke do sedaj že zastavljale, bodo po novem vprašanja zastave znamk urejena prav v zakonu o industrijski lastnini. postopki razveljavitve in ničnosti znamk trenutno še tečejo pred sodiščem, vendar novela vsebuje zakonsko podlago, na podlagi katere bodo vsi postopki od . januarja dalje potekali pred uradom za intelektualno lastnino po pravilih upravnega postopka. novela bo domačim ponudnikom olajšala postopke registracije domačih blagovnih znamk na območju celotne evropske unije. zavedamo se, koliko vlaganja in promocije je treba za uveljavitev domačih znamk, zato podpiramo vsako ureditev, ki sicer zapletene postopke naredi uporabniku prijazne. v poslanski skupini sab pozdravljamo prehod na elektronsko poslovanje urada in optimizacijo procesov, vsekakor pa menimo, da bi moral biti prehod izveden s krajšim tempom ministrstva, saj je prehod predviden šele čez tri leta. glede na dejstvo, da s prenosom direktive zamujamo eno leto in da nam grozi kazen, pa tudi glede na dejstvo, da v tem mandatu za gospodarstvo ni bilo narejenega nič otipljivega, upravičeno trdim, da slovensko gospodarstvo od ministra zahteva, naj zaviha svoje rokave. predlog novele bomo seveda podprli. hvala za pozornost.",2020,03,1967,SAB,M,neutral
"hvala lepa. končali smo s predstavitvijo stališč poslanskih skupin. ker amandmaji k dopolnjenemu predlogu zakona niso bili vloženi, zaključujem drugo obravnavo predloga zakona. odločanje o predlogu zakona bomo v skladu s časovnim potekom seje zbora opravili jutri, . marca , v okviru glasovanj. s tem prekinjam to točko dnevnega reda. prehajamo na . točko dnevnega reda, to je na drugo obravnavo predloga zakona o spremembi zakona o družbi slovenske železnice v okviru skrajšanega postopka. predlog zakona je v obravnavo zboru predložila skupina devetih poslank in poslancev s prvopodpisanim miho kordišem. predlog zakona je na . nujni seji . februarja kot matično delovno telo obravnaval odbor za infrastrukturo, okolje in prostor. ker po končani razpravi odbor členov predloga zakona ni sprejel, je bila druga obravnava predloga zakona na seji delovnega telesa končana. prehajamo na predstavitev stališč poslanskih skupin. stališče poslanske skupine slovenske nacionalne stranke bo predstavil dušan šiško. izvoli.",2020,03,1956,SDS,M,neutral
