text,sent
svetovna finančna kriza je dosegla tudi islandijo ki je s  tisoč prebivalci njena največja žrtev prebivalci že zahtevajo odstop guvernerja centralne banke,negative
več kot dva tisoč ljudi se je v soboto zbralo pred parlamentom na islandiji in zahtevalo odstop guvernerja centralne banke in novo monetarno politiko,neutral
demonstratorji so v rokah držali plakate z napisi kje je moj denar kdo je zastavil mojo prihodnost in idiot odstopi s katerimi so merili na guvernerja centralne banke davida oddssona,negative
oddsson nekdanji premier in tesen zaveznik sedanjega premierja je zahtevo po odstopu slišal že od številnih islandskih politikov,negative
otok s  tisoč prebivalci je največja žrtev svetovne kreditne krize ki je vlado prisilila da je prevzel nadzor nad tremi največjimi državnimi bankami za finančno pomoč je zaprosila tudi rusijo opustila pa je poskus reševanja svoje valute potem ko je finančna kriza ekonomijo pripeljala skoraj do kolapsa,negative
sobotnih demonstracij so se udeležili številni ljude različnih političnih pogledov in starosti,negative
na izredni skupščini term čatež lastniki niso podprli pobude države da bi terme poslej nadzirali člani stranke sds s tem si je bojan petan dokončno utrdil položaj,neutral
po fordu fiatu renaultu in daimlerju sta zmanjšanje proizvodnje avtomobilov napovedala še nissan in hyundai,negative
največji svetovni avtomobilski proizvajalci nadaljujejo z napovedmi zmanjšanja svoje proizvodnje v teh dneh so tovrsten ukrep napovedali v japonskem nissanu južnokorejskem hyundaiju in ameriškem fordu,negative
nissan motor bo na japonskem zmanjšal proizvodnjo večjih in luksuznih avtomobilov namenjenih za izvoz v zda za to so se odločili zaradi upadanja povpraševanja v največjem gospodarstvu na svetu poleg tega razmišlja o ukinitvi okrog  začasnih delovnih mest,negative
tretji največji japonski avtomobilski proizvajalec bo znižal proizvodnjo luksuznih vozil infinity ter športnih terencev murano in rogue za skupno  avtomobilov v času od novembra do marca s tem se bo skupna nissanova proizvodnja vozil na japonskem v poslovnem letu ki se konča marca znižala za   odstotka,negative
hyundai motor namerava zmanjšati proizvodnjo v svoji tovarni montgomery v zda v podjetju hyundai motor manufacturing alabama bodo do konca leta tako zmanjšali proizvodnjo  dni bo celo mirovala omenjena tovarna ki je začela obratovati maja  proizvaja vozila sonata in santa fe,negative
v zadnjem mesecu so omejitev proizvodnje napovedali številni večji avtomobilski proizvajalci v evropi bmw daimler opel in druge evropske podružnice ameriškega general motorsa fiat ter renault,negative
na ljubljanski borzi se je nadaljevala rast indeksov največ so pridobile delnice mercatorja in telekoma,positive
na ljubljanski borzi se je danes nadaljevala rast indeksov delniški indeks sbi  je tako trgovanje končal pri vrednosti   točke kar je   točke oziroma   odstotka več kot v ponedeljek indeks najpomembnejših podjetij sbi top pa se je zvišal za   točke oziroma   odstotka na   točke,positive
svet banke slovenije je sprejel spremembo sklepa o ocenjevanju izgub iz kreditnega tveganja bank in hranilnic z namenom znižanja odbitne postavke od temeljnega kapitala pri skupinskem ocenjevanju finančnih sredstev,neutral
v prvi kotaciji je bilo znova največ prometa z delnicami novomeške farmacevtske družbe krka skupno za   milijona evrov pri tem se je njihov tečaj zvišal za   odstotka na   evra po prometu jim z  evri sledijo delnice telekoma slovenije ki so se danes podražile za   odstotka na   evra,positive
najbolj so se podražile delnice trgovske družbe mercator in sicer za   odstotka na   evra na drugi strani prve kotacije pa so se z  odstotnim padcem na   evra znašle delnice energetske družbe petrol,positive
delnice velenjskega proizvajalca bele tehnike gorenja so se pocenile za   odstotka na   evra luke koper za   odstotka na   evra in logističnega koncerna intereuropa za   odstotka na   evra,negative
zunaj prve kotacije velja omeniti  odstotno podražitev delnic pozavarovalnice sava katerih cena zdaj znaša   evra in  odstotno pocenitev delnic zdravilišča rogaška za katere je zdaj treba odšteti   evra,neutral
v boj zoper krizo,positive
združenje manager je pristojnim institucijam slovenskega finančnega sistema posredovalo poziv za ukrepanje zoper finančno krizo in preprečitev njenih negativnih vplivov na gospodarstvo nosilcem odločanja predlagajo razmišljanje v smeri državnega jamstva za obveznosti slovenskih bank iz naslova najetih posojil pri tujih finančnih institucijah,neutral
menedžerji ugotavljajo da finančna kriza vse bolj resno ogroža slovensko realno gospodarstvo ustreznih rešitev za boj proti krizi pa ni zaradi možnih usodnih trajnih posledic neukrepanja za slovensko gospodarstvo in blaginjo izpostavljajo pomembnost dialoga gospodarstva in politike ter hitrega dogovornega ukrepanja ključnih aktualnih in predvidenih novih nosilcev gospodarske in finančne politike,negative
v bogati avstriji so pred nekaj leti začeli odpirati socialne trgovine za finančno najšibkejše državljane v njih lahko kupujejo vsi ki imajo na mesec manj kot  evrov dohodkov,positive
najhitrejše rastoče podjetje v letu  je instrumentation technologies kipec zlate gazele je direktorju družbe podelil minister vizjak,positive
zlata gazela je šla letos v roke družbi instrumentation technologies,positive
minister za gospodarstvo andrej vizjak je danes v ljubljani na sklepnem izboru za najhitrejše rastoče podjetje v letu  direktorju družbe instrumentation technologies roku uršiču podelil kipec zlate gazele srebrna gazela je družba monting sk in bronasta družba mimovrste,positive
instrumentation technologies deluje na področju merjenja lege elektronskih gruč v pospeševalnikih osnovnih delcev v podjetju je  redno zaposlenih v svoje vrste pa privablja ugledne strokovnjake iz slovenije in tujine,positive
edinstvenost podjetja je v orientiranosti na najzahtevnejše svetove trgeâ  njegove stranke so najuglednejši znanstveni in raziskovalni laboratoriji od kitajske zda in avstralije do slovite evropske organizacije za jedrske raziskave cern ki jim instrumenti podjetja instrumentation technologies omogočajo opravljanje znanstvenih eksperimentov s prej nepredstavljivo natančnostjo podjetje je v sodelujočo skupnost povezalo znanstvenike vsega sveta ki pri svojem delu uporabljajo njegove instrumente,positive
direktor montinga sk ki izdeluje in montira stroje za proizvodnjo kamene in steklene volne silvester knez je nagrado prejel iz rok francoske veleposlanice predsedujoče članice eu chantal de ghaisne de bourmont direktorju mimovrste v katerem razvijajo spletne rešitve in opravljajo storitve etrgovine jugoslavu petkoviću pa je nagrado podelil predsednik uprave časopisne družbe dnevnik ki je organizatorica izbora za slovensko gazelo branko pavlin,positive
v petih letih  delovnih mest,positive
v petih letih od leta  do  je  najbolj dinamično rastočih slovenskih podjetij ustvarilo  delovnih mest zabeležila so za   milijarde evrov prihodkov od prodaje ob tem pa so slovenske gazele v omenjenih letih za  krat povečale vrednost prodaje navaja organizator izbora,positive
podjetje na letošnji lestvici je v povprečju zaposlovalo  ljudi lani  letošnje gazele so podobno kot lani v petih letih več kot podvojile število zaposlitevâ  indeks rasti števila zaposlenih je  lani je bil  to pomeni da je bilo od vseh delovnih mest v  gazelah več kot polovica oziroma  ali  odstotkov delovnih mest ustvarjenih na novo,positive
kot še navaja organizator izbora letošnje gazele presegajo lansko generacijo tudi po vrednosti kapitala in sredstev povprečna vrednost kapitala na lestvico uvrščenega podjetja dosega   milijona evrov lani   milijona evrov in povprečna vrednost sredstev   milijona evrov lani   milijona evrov,positive
uprava kada je proti direktorju oddelka za upravljanje premoženja in njegovemu pomočniku sprožila postopek odpovedi delovnega razmerja,negative
kot so sporočili iz kada so bili pri nakupu omenjenih hitovih delnic v letošnjem septembru pomembno kršeni interni predpisi in postopki podpis uprave za naročilo posla je bil pridobljen na nezakonit način nakup delnic pa ni bil ekonomsko upravičen in utemeljen,negative
uprava kada je zaradi nepravilnosti pri nakupu hitovih netržnih delnic za račun pokojninskih skladov izdala sklep o takojšnji prepovedi dela direktorju oddelka za upravljanje premoženja in njegovemu pomočniku,neutral
uprava kada je zato sprožila postopek odpovedi delovnega razmerja z izdajo in vročitvijo pisne obdolžitve na katero lahko prejemnika  direktor omenjenega oddelka uroš svete in njegov pomočnik gregor razboršek  podata zagovor in se o očitanih kršitvah v zakonsko predvidenem roku izjavita poleg tega pa jima je vročila tudi sklep o prepovedi dela od trenutka prejema do konca postopka izredne odpovedi,neutral
uprava kada bo najkasneje do torka  oktobra vso zbrano dokumentacijo predala pristojnim organom pregona ob tem zagotavljajo da zavarovanci v njegovih pokojninskih skladih ne bodo utrpeli nikakršne škode sredstva v upravljanju pa so varna,neutral
danes sprejeti ukrepi temeljijo na ugotovitvah notranje revizije ter neodvisnega ekonomskega pregleda upravičenosti transakcij z navedenimi delnicami in pravnega pregleda pravilnosti izvedbe transakcij revizija je tudi potrdila da uprava z omenjenim poslom ni bila ustrezno seznanjena predsednik uprave kada uroš rožič v času ko naj bi posel osebno pisno odobril ni bil v prostorih kada prav tako ne članica uprave helena bešter,neutral
na podlagi vseh do sedaj znanih dejstev je šlo za dejanje izredne malomarnosti in morebitnega naklepa zgolj v tem konkretnem primeru nakupa hitovih netržnih delnic za račun kapitalskega vzajemnega pokojninskega sklada sklada obveznega dodatnega pokojninskega zavarovanja ter kritnega sklada pps z dne  september ,negative
da se ne bi pojavljali dvomi v pravilnost in zakonitost upravljanja pokojninskih skladov kada bo uprava nadaljevala s pregledom izvedenih poslov za račun pokojninskih skladov v času trajanja zaposlitve suspendiranih delavcev kot so še sporočili v tem trenutku ni znakov glede morebitnih nepravilnosti pri vseh ostalih poslih,neutral
če bo boško šrot prodal svoj delež mercatorja bi slednji lahko prešel v tuje roke to pa lahko prizadene številne slovenske dobavitelje ki živijo od sodelovanja z mercatorjem,negative
v elektro ljubljana pravijo da je varuh konkurence uporabil napačen zakon da odjemalci niso oškodovani in da pogodba med podjetji ki imajo skupnega lastnika ni prepovedana,neutral
v elektro ljubljana zaradi odločbe urada za varstvo konkurence zahtevajo sodno varstvo,neutral
v elektro ljubljana so zaradi odločbe urada za varstvo konkurence glede kartelnega dogovarjanja zahtevali sodno varstvo v zahtevi za sodno varstvo so navajali da so v uradu za varstvo konkurence z izdano odločbo napačno uporabili materialno pravo oziroma prekršili materialne določbe zakona prav tako je urad kršil določbe postopka in zmotno ugotovil dejansko stanje so sporočili z elektro ljubljana zato so predlagali da urad sam ugotovi da je zahteva utemeljena in odločbo o prekršku odpravi ter ustavi postopek v nasprotnem primeru pa elektro ljubljana predlaga da sodišče ugodi zahtevi za sodno varstvo in odločbo varuha konkurence odpravi ali jo spremeni,neutral
po mnenju družbe elektro ljubljane je navedba urada ki očitano kršitev utemeljuje z zaključkom da so distributerji električne energije z istočasno napovedjo povišanja cen poskušali izključiti medsebojno cenovno konkurenco in tako preprečiti da bi si kateri izmed njih izboljšal tržni položaj na račun drugih ki bi prvi napovedali dvig cene povsem nesmiselna in v nasprotju z osnovno ekonomsko logiko,neutral
varuh konkurence naj bi uporabil napačen zakon,neutral
čeprav je bila podražitev približno enaka pri vseh podjetjih odjemalci niso bili oškodovani pravijo v elektro ljubljana,neutral
zakon o varstvu konkurence na katerega se v uradu sklicujejo je pričel veljati konec aprila  prekršek pa naj bi bil storjen  in  novembra  tako naj bi prekršek nastal pred uveljavitvijo zakona ki ga urad navaja kot pravno podlago za prekršek poleg tega menijo v elektro ljubljana da se v uradu sklicujejo na pravno literaturo ki jo navajajo nepopolno in zavajajoče,neutral
sporazumi med podjetji ki imajo istega lastnika niso prepovedani,neutral
v elektro ljubljana nadalje razlagajo da je skladno s teorijo in prakso omejitve konkurence in dogovarjanja možno izpeljati le med neodvisnimi podjetji ne pa tudi med odvisnimi podjetji ki so v večinski lasti enega lastnika v tem primeru republike slovenije ob tem so dodali še da je v strokovni literaturi navedeno da pogodba med podjetji ki jih kontrolira eno podjetje ni prepovedana,neutral
v el pravijo da je bila podražitev elektrike nižja kot pa bi bilo ekonomsko upravičeno,neutral
do oškodovanja odjemalcev ni prišlo,neutral
v elektro ljubljana še navajajo da je bil dvig cen manjši kot bi bilo to ekonomsko upravičeno in potrebno zato ni prišlo do oškodovanja odjemalcev žravno nasprotno potrošniki imajo korist zaradi prenizke cene električne energije namreč vsa podjetja ki so bila obtožena dogovarjanja po navedbah elektro ljubljana poslujejo z izgubo,neutral
na ljubljanski borzi se je trgovanje zaključilo z minusom največ so izgubile delnice zavarovalnice triglav gorenja in luke koper,negative
na ljubljanski borzi so se tudi danes tečaji delnic občutno znižali delniški indeks sbi  se je spustil pod  točk in trgovanje končal pri vrednosti   točke kar je   odstotka manj kot v petek indeks najpomembnejših podjetij sbi top pa se je znižal za   točke oziroma   odstotka,negative
največji padec so zabeležile delnice luke koper katerih enotni tečaj se je znižal za   odstotka krepko so se pocenile tudi delnice save   odstotka gorenja   odstotka nkbm   odstotka zavarovalnice triglav   odstotka in aerodroma ljubljana   odstotka,negative
danes so na ljubljanski borzi začele kotirati delnice abanke njihov enotni tečaj se je oblikoval pri   evra promet s temi delnicami pa je dosegel  evrov,neutral
delnice intereurope  evrov so se pocenile pa za   odstotka na   evra petrolove delnice s katerimi je bilo sklenjenih za  evrov poslov so zabeležile  odstotni padec enotni tečaj pa se je oblikoval pri vrednosti   evra enotni tečaj delnice istrabenza  evrov se je znižal za   odstotka na   evra tečaj mercatorja  evrov pa za   odstotka na   evra,negative
delnice pivovarne laško so bile ene izmed redkih ki so danes trgovanje začele v pozitivnem območju a je negativni trend proti koncu trgovanja zajel tudi laško saj se je enotni tečaj ob  evrov prometa znižal za   odstotka na   evra krepak padec so danes zabeležile tudi delnice domžalskega heliosa ob  evrov prometa se je njihov enotni tečaj znižal za   odstotka na   evra,negative
omejitve tečaja,negative
uprava ljubljanske borze je danes zaradi tržnega neravnovesja pri delnicah gorenja začasno spremenila omejitev tečaja z  na  odstotkov od zadnjega uradnega enotnega tečaja tako so se lahko posli z delnicami gorenja sklepali po tečajih med   in   evra omejitev tečaja je veljala tudi za delnice luke koper in save tečaji so se lahko sklepali med   in   evra z delnicami save pa med   in   evra,neutral
ameriška centralna banka je znižala obrestno mero na evropskih borzah pa so imeli uspešen dan najbolj se veselijo v budimpešti kjer je borzni indeks poskočil za kar  odstotkov,positive
odbor za odprti trg ameriške centralne banke zveznih rezerv fomc je po dvodnevnem zasedanju v sredo v skladu z napovedmi in pričakovanji znižal ključno obrestno mero po kateri si banke med seboj čez noč posojajo denar za   odstotka na odstotek kar je najnižje od junija  prav nizke obrestne mere so v zda leta  in  sprožile eksplozijo na trgu stanovanj in hiš ki je odgovorna za sedanjo finančno krizo vendar pa je bilo znižanje obresti potrebno zaradi pričakovane gospodarske recesije podatki o gospodarski rasti v tretjem četrtletju letos bodo znani v četrtek,neutral
spodbudno popoldne na evropskih borzah,positive
tečaj evra glede na dolar se je zvišal s torkovih   dolarja na   dolarja,positive
trgovanje na evropskih borzah poteka v znamenju rasti tečajev na londonski borzi se je indeks ftse  okoli  ure zvišal za   odstotka na   točke pariški cac  se je zvišal za   odstotka na   točke indeks dax na frankfurtski borzi za   odstotka na   točke atx na dunajski borzi za   odstotka na   točke indeks mibtel na milanski borzi pa za   odstotka na  točk,positive
tečaji na borzi v budimpešti so poskočili potem ko so mednarodni denarni sklad imf svetovna banka in eu za pomoč madžarskemu finančnemu sistemu namenile   milijarde dolarjev pomoči indeks bux je današnje trgovanje sklenil pri   točke kar je   odstotka več kot v torek,positive
nikkei prek magične meje  točk,positive
industrijski indeks dow jones je prvič po tednu dni trgovanje spet končal nad  točkami,positive
tečaji na največji ameriški borzi v new yorku so na začetku današnjega trgovanja na torkovih ravneh indeks dow jones je bil pri   točke kar je   odstotka več kot v torek indeks nasdaq pa se je znižal za   odstotka na   točke,positive
po torkovi rasti na ameriških borzah so se danes zvišali tudi tečaji delnic na vodilni azijski borzi v tokiu indeks nikkei je vnovič porasel prek psihološko pomembne meje  točk ob koncu trgovanja se je oblikoval pri   točke kar je   točke oziroma   odstotka več kot v torek,positive
tudi nafta navzgor,neutral
ob rasti na borzah se je popoldne zvišala tudi cena nafte zahodnoteksaška lahka nafta za dobavo v decembru se je na newyorški borzi podražila za   dolarja na   dolarja za litrski sod ta nafta je torkovo trgovanje sklenila pri   dolarja kar je najnižja zaključna cena od maja lani severnomorska nafta brent ki bo dobavljena v decembru se je danes na londonski borzi podražila za   dolarja na   dolarja,neutral
v torek so si oddahnili,neutral
v torek so se zvišale vrednosti praktično vseh pomembnejših ameriških borznih indeksov industrijski indeks dow jones je prvič po tednu dni trgovanje spet končal nad  točkami zvišal se je za   točke oziroma   odstotka tehnološki indeks nasdaq je porasel za   točke oziroma   odstotka na   točke delnice svetovnega proizvajalca letal boeing so se dvignile za  odstotkov potem ko so sindikati z delodajalci dosegli dogovor o prenehanju stavke po mnenju borznih analitikov je na nakup delnic vplivalo predvsem pričakovanje vlagateljev da bo ameriška centralna banka znižala ključno obrestno mero kar se je danes tudi zgodilo,positive
po podatkih umarja se je inflacija znova znižala in je bila oktobra  odstotna umirjanje inflacije naj bi bilo predvsem posledica znižanja cen energentov,neutral
direktor umarja boštjan vasle,neutral
relativno hitro umirjanje inflacije v zadnjih štirih mesecih je po pojasnilih urada za makroekonomske analize in razvoj umar predvsem posledica zniževanja cen energentov hkrati pa se umirjajo tudi cenovni pritiski večine drugih skupin cen ob tem poudarjajo da je zniževanje inflacije pričakovano in hitrejše kot v celotnem območju evra,neutral
po statističnih podatkih so oktobra cene življenjskih potrebščin v sloveniji drugi mesec zapored ostale nespremenjene medletna inflacija se je tako znova znižala in znaša   odstotka kar je najnižja vrednost po septembru ,neutral
kot so po današnji objavi statističnih podatkov o inflaciji sporočili iz umarja je nadaljnje hitrejše zniževanje inflacije tako v sloveniji kot v drugih članicah območja evra pričakovano saj ga v veliki meri poganja hitro zniževanje cen nafte,neutral
cene nafte ki so še v začetku leta slovensko inflacijo dvigovale hitreje kot v povprečju evrskega območja sedaj tudi več kot dvakrat hitreje znižujejo slovensko inflacijo je pojasnil direktor umarja boštjan vasle,neutral
poleg trenutno zelo verjetne predpostavke da se trend upadanja cen energentov ne bo obrnil bodo na umirjanje inflacijskih pritiskov v preostalih mesecih leta vplivali tudi upočasnjena gospodarska aktivnost in pričakovanja glede njenega vnovičnega okrevanja poudarjajo v umarju oboje se v zadnjem času poslabšuje zaradi česar lahko pričakujemo nadaljnje umirjanje inflacije v sloveniji in na celotnem evrskem območju je še povedal vasle,neutral
umirjanje inflacije se je sicer nadaljevalo tudi v celotnem območju evra kjer se je medletna inflacija po podatkih evropskega statističnega urada eurostat v zadnjih dveh mesecih znižala s štirih na   odstotka nadaljnje znižanje pa pričakujejo tudi ta mesec kot so še pojasnili v umarju bo podatek eurostat objavil v petek,neutral
prvič odkar statistični urad spremlja cene bivalnih nepremičnin so se te pocenile cene življenjskih potrebščin pa se oktobra v primerjavi s septembrom niso spremenile,neutral
cene bivalnih nepremičnin so padle zaradi pocenitve hiš,positive
v sloveniji so se v prvem polletju letos cene bivalnih nepremičnin prvič odkar statistični urad spremlja cene teh nepremičnin znižale in sicer za   odstotka pri tem so se družinske hiše pocenile za   odstotka stanovanja pa podražila za   odstotka je danes objavil državni statistični urad,positive
družinske hiše in stanovanja so se upoštevajoč prodajne cene letos prvič pocenile v dveh zaporednih četrtletjih in sicer v prvem za   odstotka v drugem pa za   odstotka je na današnji novinarski konferenci v ljubljani povedal branko pavlin z državnega statističnega urada,positive
pri hišah gre po njegovem mnenju za korekcijo pretirane rasti cen v lanskem letu ko so dosegle rekordno rast   odstotka stanovanja so se lani podražila za   odstotka skupna rast cen bivalnih nepremičnin pa je bila   odstotka,neutral
cene družinskih hiš sicer bolj nihajo pojasnjuje pavlin tako da se postavlja vprašanje ali je ta padec del običajnega nihanja ali pa napoved trenda ki se bo nadaljeval,neutral
tvegal bi oceno da znižanje cen hiš ki je že tretje četrtletje zapored kaže na to da se bodo cene ustalile na nižji ravni je dejal pavlin trenda za stanovanja ni želel napovedovati šele po podatkih za tretje četrtletje se bo videlo kam se bo nagnila krivulja,neutral
v obdobju   so se stanovanja po četrtletjih povprečno dražila za   odstotka hiše pa za   odstotka lani je bila povprečna četrtletna rast cen stanovanj  odstotna hiš pa  odstotna v prvem četrtletju letos so se povprečno stanovanja podražila za   odstotka hiše pa pocenile za   odstotka,neutral
blago dnevne porabe se je pocenilo za   odstotka foto kanal a,neutral
statistiki opažajo tudi manjše število transakcij v letu  jih je bilo skupno  lani  v prvem letošnjem polletju pa ,neutral
cene življenjskih potrebščin se niso spremenile,neutral
po podatkih statističnega urada se je blago v povprečju podražilo za   odstotka storitve pa so se pocenile za   odstotka blago dnevne porabe se je pocenilo za   odstotka poltrajno blago podražilo za   odstotka cene trajnega blaga pa so v povprečju ostale nespremenjene,neutral
znižanje cen so oktobra statistiki zaznali pri rekreaciji in kulturi za   odstotka prevozu za   odstotka stanovanju za   odstotka in komunikaciji za   odstotka,positive
nove pocenitve naftnih derivatov so privedle že do tretjega zaporednega znižanja cen v skupinah prevoz in stanovanje,positive
najbolj so se podražile obleke,negative
na podražitve oblek in obutve je vplivala zamenjava kolekcij v trgovinah,neutral
predsedniške volitve v zda pozitivno vplivajo na razpoloženje vlagateljev na svetovnih borzah saj se ti odločajo za nakupe kar zvišuje tečaje delnic,neutral
najbolj razpoloženi so vlagatelji v evropi pri čemer največje rasti beležijo na dunajski milanski pariški frankfurtski in londonski borzi pozitivno pa je tudi vzdušje v zda,positive
indeks dunajske borze atx je danes pridobil   odstotka rastejo pa tudi indeksi milanske borze mibtel   odstotka indeks pariške borze cac    odstotka indeks frankfurtske borze dax   odstotka in indeks borze v londonu ftse  ki je pridobil   odstotka,positive
pozitivno so volilni dan začeli ameriški vlagatelji saj se je vrednost indeksa dow jones zvišala za skoraj tri odstotke tehnološkega indeksa nasdaq pa za   odstotka,positive
precej pa se je zvišala cena nafte in sicer za več kot štiri dolarje razlog za to pa je odločitev savdske arabije da zniža proizvodnjo nafte na newyorški blagovni borzi je bilo danes opoldne za litrski sod zahodnoteksaške lahke nafte treba odšteti   dolarja   dolarja več kot v ponedeljek,neutral
evro je danes v primerjavi z dolarjem pridobil in sicer slaba dva odstotka na   dolarja,positive
japonske delnice so si opomogle,positive
indeks nikkei ki ga na azijski borzi izračunavajo na osnovi vrednosti  najpomembnejših delnic je trgovanje končal pri vrednosti   točke to je   točke oziroma   odstotka več kot minuli petek v ponedeljek je bila borza v tokiu zaradi praznika zaprta,neutral
na pozitivno vzdušje vlagateljev so vplivali šibkejši jen kar je ugodno za japonske izvoznike in informacije o morebitnem prevzemu pešajočega japonskega proizvajalca elektronike družbe sanyo electric s strani njegovega večjega tekmeca panasonica,positive
šibak jen je pognal navzgor delnice japonskih avtomobilskih proizvajalcev kot sta toyota motor in honda motor zaradi ugibanj glede panasonica in sanya pa so se podražile tudi delnice proizvajalcev elektronike z združitvijo sanya in panasonica bi namreč nastal eden od največjih proizvajalcev elektronike na svetu,positive
v avstraliji se je indeks spasx  malenkost znižal vlagatelje je presenetila odločitev domače centralne banke da zniža svojo ključno obrestno mero za   odstotne točke to je namreč za četrt odstotne točke več kot so napovedovali analitiki je pa posledica vse več znakov upočasnjevanja gospodarstva,neutral
nafta brent se je pocenila,neutral
decembrske terminske pogodbe za nafto brent so se v elektronskem trgovanju pocenile na   dolarja kar je najmanj po februarju  ta vrsta nafte se je že v ponedeljek v londonu pocenila za   dolarja na   dolarja,neutral
zahodnoteksaška lahka nafta ki bo dobavljena v decembru se je v azijskem trgovanju pocenila za  centov na   dolarja za litrski sod potem ko se je že v ponedeljek zvečer v ameriškem trgovanju pocenila za   dolarja,neutral
nasprotno se je cena nafte organizacije držav izvoznic nafte opec v začetku tedna zvišala kot so danes sporočili iz sekretariata organizacije na dunaju je povprečna cena članic kartela v ponedeljek znašala   dolarja kar je   dolarja več kot v petek cena opecove nafte se je od junija ko se je gibala okoli  dolarjev pocenila že za  odstotkov,neutral
dzs in delo prodaja ki sta že lastnika skoraj četrtine term čatež sta objavila prevzemno ponudbo za odkup preostalega deleža za delnico ponujata  obveznic družbe delo prodaja,neutral
obveznica družbe delo prodaja ima nominalno vrednost glavnice  eur in prinaša donos v višini šestmesečni euribor     letno ob upoštevanju menjalnega razmerja in zadnjega tečaja obveznice dela prodaje na ljubljanski borzi prevzemna cena za delnico znaša nekaj več kot  eur kar je skoraj   nad povprečno tržno ceno delnice term čatež v zadnjih dveh mesecih,neutral
družbi delo prodaja in dzs sta objavili prevzemno ponudbo za terme čatež ponudba se nanaša na vseh  delnic družbe pri čemer sta prevzemnika že lastnika  delnic ponudba se izteče  decembra ob  uri,neutral
našo naložbo v termah čatež obravnavamo kot strateško zato smo se skupaj z družbo delo prodaja odločili za objavo prevzemne ponudbe že doslej smo bili največji posamezni delničar prevzemna ponudba pa je logična nadgraditev našega zaupanja v potencial term čatež je ob tem povedal bojan petan predsednik uprave dzsâ,neutral
družbi delo prodaja in dzs sta prevzemno ponudbo oblikovano v skladu z možnostjo ki jo ponuja zakon o prevzemih objavili na podlagi dovoljenja agencije za trg vrednostnih papirjev imetniki delnic term čatež lahko sprejmejo prevzemno ponudbo v eni izmed poslovalnic ali pogodbenih izvajalcev medvešek pušnik bph dd ali pri drugi borznoposredniški družbi ali banki ki ima položaj člana kdd,neutral
med večjimi lastniki term so kapitalska družba   odstotka towra   odstotka hrvatska poštanska banka šest odstotkov m b satler investicije   odstotka delniški vzajemni sklad triglav steber i   odstotka in eqt group   odstotka,neutral
medtem ko svet trepeta zaradi svetovne krize pa naši menedžerji v krizi vidijo priložnost ki bi jo morali izkoristiti in tako postati gospodarsko uspešnejši,positive
istrabenzu in pivovarni laško se s prodajo mercatorja obetajo veliki dobički medtem pa nekateri pozivajo vlado naj delež odkupi nazaj politika ne sme in ne more posegati v delovanje gospodarskih subjektov pa odgovarja pahor,negative
prodaji nasprotujemo pravijo v zsss,negative
na napoved skupin pivovarne laško in infond holding da bosta z mednarodnim javnim razpisom začela zbirati ponudbe za odkup približno odstotnega deleža v mercatorju so se danes odzvali sindikalisti,neutral
skrb ob prodaji mercatorja je upravičena za predelovalno industrijo vendar je potrebno upoštevati da družbe poslovne odločitve sprejemajo avtonomno a v nekem institucionalnem in moralnem okviru v tem primeru je bil nemoralen že nakup mercatorja s strani boška šrota nemoralna pa je tudi prodaja,neutral
verjetni kandidat za finančnega ministra franci križanič,neutral
kot je povedal predsednik zveze svobodnih sindikatov slovenije zsss dušan semolič imajo v zsss že izkušnje s tujimi podjetji s katerimi imajo korektne odnose vseeno pa se je nabralo že toliko slabih izkušenj da so postali bolj pozorni spomnil je na primer tobačne ko so s prevzemi prišli v ospredje drugi interesi ki so pozneje privedli do uničenja tovarne in izgube delovnih mest s tujimi prevzemi pride do spremembe poslovne politike začnejo se odpuščanja proizvodnja pa se preseli v tujino kamor odhaja tudi ves kapital je poudaril semolič in opozoril da bi se podobno zagotovo zgodilo tudi v mercatorju kjer prodajajo veliko kakovostnih izdelkov ki so narejeni v sloveniji in prav zaradi te verige tako pravi semolič in zaposlenih v mercatorju jim v zsss ni vseeno,neutral
na dnevni red družbe prihaja tudi vse več problemov in vprašanj na katere je treba najti odgovore zato v zsss pričakujejo čimprejšnje konstituiranje nove vlade in delo ministrov semolič je tudi opozoril da finančni sektor ne dela tako kot bi moral enako je z nekaterimi institucijami ki bi morale delovati hitro pa ne delujejo to diši po peskovniku kjer se igrajo otroci in eden uničuje drugemu je povedal država mora odigrati svojo vlogo pri mercatorju in ne pustiti gospodom da naredijo kar se jim zljubi drugače bo škoda nepopravljiva na koncu pa bo spet plačal delavec je zaključil,negative
strah pred odpuščanjem trgovcev naj bi bil odveč foto dare čekeliš,neutral
da bi se v prodajo lastniškega deleža mercatorja morala vključiti država menijo tudi v sindikatu delavcev trgovine sdts sekretar ladislav kaluža je odločno povedal da prodaji nasprotujejo in pozval državo naj ukrepa naj vzpostavi prvotno stanje in naj se loti te zapletene lastniške strukture je dejal in poudaril da je vlada leta  ob prodaji obrazložila da bodo s prodajo zagotovili da bo mercator ostal v slovenskih rokah kot je še povedal je mercator največje slovensko podjetje na področju trgovin ki ima največ zaposlenih vendar pa je zanikal poročanja medijev da so v strahu zaradi odpuščanj vsaj v tem trenutku bojazni za odpuščanja ni,neutral
